employeeId,firstName,lastName,middleName,email,role,departmentCode,departmentName,positionCode,positionTitle,levelName,levelRank,basicSalary,currency,payFrequency,employmentType,employmentStatus,workLocation,hireDate,reportToEmployeeId
EMP-02287,Nicole,Torres,,nicole.torres.2287@example.com,HR Officer,HR,HR Department,HR-OFF,HR Officer,Senior,3,117963,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,REMOTE,2021-12-11,EMP-02094
EMP-02288,Grace,Hernandez,Ana,grace.hernandez.2288@example.com,HR Officer,HR,HR Department,HR-OFF,HR Officer,Senior,3,85285,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2022-10-04,EMP-02055
EMP-02289,Patricia,Pascual,,patricia.pascual.2289@example.com,HR Officer,HR,HR Department,HR-OFF,HR Officer,Senior,3,86097,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,HYBRID,2022-11-13,EMP-02056
EMP-02290,Miguel,Santos,,miguel.santos.2290@example.com,HR Officer,HR,HR Department,HR-OFF,HR Officer,Senior,3,76412,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2024-06-09,EMP-02097
EMP-02291,Rafael,Ramos,,rafael.ramos.2291@example.com,HR Officer,HR,HR Department,HR-OFF,HR Officer,Senior,3,87299,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2021-03-02,EMP-02095
EMP-02292,Mark,Bautista,Rafael,mark.bautista.2292@example.com,HR Officer,HR,HR Department,HR-OFF,HR Officer,Senior,3,81087,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2021-08-27,EMP-02026
EMP-02293,Carlos,Hernandez,,carlos.hernandez.2293@example.com,HR Officer,HR,HR Department,HR-OFF,HR Officer,Senior,3,64037,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2022-04-02,EMP-02073
EMP-02294,Carlos,Lopez,James,carlos.lopez.2294@example.com,HR Officer,HR,HR Department,HR-OFF,HR Officer,Senior,3,65667,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2024-02-17,EMP-02042
EMP-02295,James,Torres,,james.torres.2295@example.com,HR Officer,HR,HR Department,HR-OFF,HR Officer,Senior,3,118191,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2025-04-08,EMP-02067
EMP-02296,Ana,Rivera,,ana.rivera.2296@example.com,HR Officer,HR,HR Department,HR-OFF,HR Officer,Senior,3,110026,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2021-12-25,EMP-02093
EMP-02297,Maria,Rivera,,maria.rivera.2297@example.com,HR Officer,HR,HR Department,HR-OFF,HR Officer,Senior,3,102711,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,HYBRID,2022-02-23,EMP-02075
EMP-02298,Patricia,Manalo,Grace,patricia.manalo.2298@example.com,HR Officer,HR,HR Department,HR-OFF,HR Officer,Senior,3,119070,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,HYBRID,2023-02-05,EMP-02048
EMP-02299,Juan,Soriano,,juan.soriano.2299@example.com,HR Officer,HR,HR Department,HR-OFF,HR Officer,Senior,3,68325,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,HYBRID,2021-01-04,EMP-02033
EMP-02300,Mark,Pascual,,mark.pascual.2300@example.com,HR Officer,HR,HR Department,HR-OFF,HR Officer,Senior,3,71455,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,HYBRID,2024-03-24,EMP-02073
EMP-02301,Juan,Bautista,Jose,juan.bautista.2301@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,30282,PHP,SEMI_MONTHLY,PART_TIME,ACTIVE,HYBRID,2024-10-23,EMP-02173
EMP-02302,Kevin,Gonzales,,kevin.gonzales.2302@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,46549,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,REMOTE,2025-07-18,EMP-02160
EMP-02303,Mark,Rivera,,mark.rivera.2303@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,46083,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2021-12-06,EMP-02279
EMP-02304,Grace,Pascual,,grace.pascual.2304@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,66592,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2022-04-18,EMP-02156
EMP-02305,Christine,Flores,,christine.flores.2305@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,62273,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2024-11-21,EMP-02222
EMP-02306,Jose,Pascual,,jose.pascual.2306@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,30372,PHP,SEMI_MONTHLY,PART_TIME,ACTIVE,ONSITE,2022-02-13,EMP-02221
EMP-02307,Daniel,Manalo,,daniel.manalo.2307@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,61212,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2024-06-27,EMP-02200
EMP-02308,Angela,Flores,Maria,angela.flores.2308@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,45830,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,REMOTE,2023-05-16,EMP-02290
EMP-02309,Daniel,Aquino,,daniel.aquino.2309@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,35518,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2025-03-11,EMP-02150
EMP-02310,John,Reyes,Christine,john.reyes.2310@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,69012,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2025-11-19,EMP-02293
EMP-02311,Nicole,Soriano,Camille,nicole.soriano.2311@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,34837,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,REMOTE,2021-11-05,EMP-02239
EMP-02312,Carlos,Garcia,,carlos.garcia.2312@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,65424,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2021-04-16,EMP-02142
EMP-02313,Angela,Vargas,Grace,angela.vargas.2313@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,44673,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2025-11-22,EMP-02117
EMP-02314,Ana,Gonzales,,ana.gonzales.2314@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,42701,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,HYBRID,2024-08-22,EMP-02220
EMP-02315,Carlos,Cruz,,carlos.cruz.2315@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,63433,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2021-01-24,EMP-02200
EMP-02316,Nicole,Fernandez,,nicole.fernandez.2316@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,44944,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2022-06-20,EMP-02142
EMP-02317,Grace,Hernandez,,grace.hernandez.2317@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,55946,PHP,SEMI_MONTHLY,PART_TIME,ACTIVE,HYBRID,2025-12-21,EMP-02219
EMP-02318,Angela,Bautista,,angela.bautista.2318@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,56324,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2021-01-20,EMP-02225
EMP-02319,Grace,Bautista,,grace.bautista.2319@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,55142,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2025-06-04,EMP-02293
EMP-02320,Sofia,Pascual,Carlos,sofia.pascual.2320@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,48609,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2023-03-07,EMP-02294
EMP-02321,Nicole,Bautista,Juan,nicole.bautista.2321@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,55714,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,REMOTE,2023-10-10,EMP-02215
EMP-02322,Carlos,Ramos,,carlos.ramos.2322@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,60638,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2022-07-16,EMP-02266
EMP-02323,Camille,Soriano,Christine,camille.soriano.2323@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,30294,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2021-07-10,EMP-02250
EMP-02324,Rafael,Mendoza,,rafael.mendoza.2324@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,44162,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,REMOTE,2022-01-09,EMP-02172
EMP-02325,Maria,Lopez,,maria.lopez.2325@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,46282,PHP,SEMI_MONTHLY,PART_TIME,ACTIVE,ONSITE,2023-08-24,EMP-02289
EMP-02326,Rafael,Bautista,Miguel,rafael.bautista.2326@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,38455,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,REMOTE,2021-10-02,EMP-02158
EMP-02327,Rafael,Santos,Maria,rafael.santos.2327@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,57912,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,REMOTE,2021-10-24,EMP-02126
EMP-02328,Isabella,Bautista,,isabella.bautista.2328@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,57051,PHP,SEMI_MONTHLY,PART_TIME,ACTIVE,HYBRID,2022-10-16,EMP-02183
EMP-02329,Isabella,Gonzales,,isabella.gonzales.2329@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,40123,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2024-11-04,EMP-02174
EMP-02330,Patricia,Cruz,,patricia.cruz.2330@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,44780,PHP,SEMI_MONTHLY,PART_TIME,ACTIVE,ONSITE,2023-10-13,EMP-02196
EMP-02331,Angela,Mendoza,,angela.mendoza.2331@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,33206,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2025-04-23,EMP-02273
EMP-02332,Grace,Ramos,,grace.ramos.2332@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,49643,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2021-11-22,EMP-02127
EMP-02333,Sofia,Rivera,,sofia.rivera.2333@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,45249,PHP,SEMI_MONTHLY,PART_TIME,ACTIVE,ONSITE,2024-09-01,EMP-02235
EMP-02334,Ana,Santos,Isabella,ana.santos.2334@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,51066,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2021-06-08,EMP-02204
EMP-02335,Ana,Fernandez,Rafael,ana.fernandez.2335@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,36383,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,HYBRID,2025-08-03,EMP-02251
EMP-02336,Angela,Santos,Nicole,angela.santos.2336@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,41918,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,REMOTE,2023-07-21,EMP-02140
EMP-02337,Miguel,Gonzales,,miguel.gonzales.2337@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,50398,PHP,SEMI_MONTHLY,PART_TIME,ACTIVE,REMOTE,2021-01-23,EMP-02105
EMP-02338,Jose,Castro,,jose.castro.2338@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,43005,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,REMOTE,2023-05-20,EMP-02178
EMP-02339,Patricia,Rivera,Patricia,patricia.rivera.2339@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,62830,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,REMOTE,2025-05-11,EMP-02138
EMP-02340,Kevin,Aquino,,kevin.aquino.2340@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,67483,PHP,SEMI_MONTHLY,PART_TIME,ACTIVE,ONSITE,2025-02-01,EMP-02247
EMP-02341,Carlos,Castro,,carlos.castro.2341@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,48496,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,REMOTE,2021-04-20,EMP-02220
EMP-02342,Isabella,Manalo,Sofia,isabella.manalo.2342@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,36266,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,REMOTE,2022-06-02,EMP-02260
EMP-02343,Jose,Fernandez,,jose.fernandez.2343@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,34447,PHP,SEMI_MONTHLY,PART_TIME,ACTIVE,REMOTE,2022-08-12,EMP-02294
EMP-02344,Daniel,Reyes,Sofia,daniel.reyes.2344@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,51009,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2024-09-12,EMP-02182
EMP-02345,Camille,Bautista,,camille.bautista.2345@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,32401,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2024-01-21,EMP-02190
EMP-02346,Daniel,Manalo,,daniel.manalo.2346@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,69925,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2023-11-02,EMP-02275
EMP-02347,Christine,Torres,Jose,christine.torres.2347@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,69097,PHP,SEMI_MONTHLY,PART_TIME,ACTIVE,ONSITE,2022-11-23,EMP-02214
EMP-02348,Maria,Mendoza,,maria.mendoza.2348@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,36164,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,REMOTE,2021-06-13,EMP-02136
EMP-02349,Juan,Rivera,,juan.rivera.2349@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,56878,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,HYBRID,2021-01-11,EMP-02292
EMP-02350,Daniel,Cruz,,daniel.cruz.2350@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,69074,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2021-12-12,EMP-02171
EMP-02351,Christine,Rivera,Nicole,christine.rivera.2351@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,46067,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2022-02-27,EMP-02219
EMP-02352,Angela,Hernandez,,angela.hernandez.2352@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,39063,PHP,SEMI_MONTHLY,PART_TIME,ACTIVE,REMOTE,2021-11-20,EMP-02202
EMP-02353,Rafael,Gonzales,,rafael.gonzales.2353@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,59804,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2023-07-21,EMP-02283
EMP-02354,John,Garcia,,john.garcia.2354@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,60477,PHP,SEMI_MONTHLY,PART_TIME,ACTIVE,ONSITE,2025-03-03,EMP-02124
EMP-02355,Maria,Cruz,Ana,maria.cruz.2355@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,59520,PHP,SEMI_MONTHLY,PART_TIME,ACTIVE,HYBRID,2022-08-07,EMP-02247
EMP-02356,Miguel,Vargas,,miguel.vargas.2356@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,66562,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2025-10-02,EMP-02190
EMP-02357,Kevin,Fernandez,,kevin.fernandez.2357@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,47287,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,HYBRID,2025-12-01,EMP-02195
EMP-02358,Juan,Ramos,Miguel,juan.ramos.2358@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,59646,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2022-07-11,EMP-02292
EMP-02359,Carlos,Ramos,,carlos.ramos.2359@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,48060,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2021-06-12,EMP-02119
EMP-02360,Patricia,Bautista,,patricia.bautista.2360@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,69840,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,HYBRID,2024-12-26,EMP-02125
EMP-02361,James,Pascual,,james.pascual.2361@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,32932,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2025-04-25,EMP-02119
EMP-02362,Kevin,Reyes,,kevin.reyes.2362@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,47105,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2023-09-11,EMP-02115
EMP-02363,Kevin,Pascual,,kevin.pascual.2363@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,47233,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2021-07-10,EMP-02135
EMP-02364,Sofia,Garcia,,sofia.garcia.2364@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,59183,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2021-06-27,EMP-02183
EMP-02365,Grace,Reyes,,grace.reyes.2365@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,64485,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,REMOTE,2024-12-02,EMP-02148
EMP-02366,Kevin,Aquino,Patricia,kevin.aquino.2366@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,62875,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2021-05-26,EMP-02200
EMP-02367,Angela,Hernandez,,angela.hernandez.2367@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,55304,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2025-04-13,EMP-02296
EMP-02368,Carlos,Manalo,,carlos.manalo.2368@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,61016,PHP,SEMI_MONTHLY,PART_TIME,ACTIVE,REMOTE,2021-10-11,EMP-02298
EMP-02369,Angela,Torres,,angela.torres.2369@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,40377,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2021-07-22,EMP-02300
EMP-02370,Christine,Lopez,Grace,christine.lopez.2370@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,40766,PHP,SEMI_MONTHLY,PART_TIME,ACTIVE,ONSITE,2025-02-11,EMP-02234
EMP-02371,Miguel,Santos,,miguel.santos.2371@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,68466,PHP,SEMI_MONTHLY,PART_TIME,ACTIVE,ONSITE,2022-02-21,EMP-02242
EMP-02372,Mark,Manalo,,mark.manalo.2372@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,69430,PHP,SEMI_MONTHLY,PART_TIME,ACTIVE,HYBRID,2023-05-27,EMP-02200
EMP-02373,John,Castro,,john.castro.2373@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,66623,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2021-06-18,EMP-02233
EMP-02374,Daniel,Torres,,daniel.torres.2374@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,52913,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2022-07-27,EMP-02258
EMP-02375,Patricia,Manalo,Juan,patricia.manalo.2375@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,39991,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,REMOTE,2025-05-08,EMP-02289
EMP-02376,Sofia,Reyes,Juan,sofia.reyes.2376@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,50263,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,REMOTE,2025-08-18,EMP-02121
EMP-02377,Angela,Lopez,,angela.lopez.2377@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,62434,PHP,SEMI_MONTHLY,PART_TIME,ACTIVE,REMOTE,2023-04-25,EMP-02299
EMP-02378,Jose,Reyes,,jose.reyes.2378@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,31193,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2023-09-01,EMP-02208
EMP-02379,Miguel,Mendoza,,miguel.mendoza.2379@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,61547,PHP,SEMI_MONTHLY,PART_TIME,ACTIVE,HYBRID,2022-01-15,EMP-02187
EMP-02380,Miguel,Santos,Christine,miguel.santos.2380@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,42444,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2021-04-12,EMP-02274
EMP-02381,Patricia,Santos,,patricia.santos.2381@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,60921,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,REMOTE,2021-11-11,EMP-02209
EMP-02382,Kevin,Rivera,Juan,kevin.rivera.2382@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,64876,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,REMOTE,2022-07-21,EMP-02214
EMP-02383,Ana,Rivera,,ana.rivera.2383@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,41761,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,ONSITE,2023-04-04,EMP-02138
EMP-02384,Isabella,Bautista,,isabella.bautista.2384@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,31034,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2023-08-15,EMP-02179
EMP-02385,Jose,Manalo,,jose.manalo.2385@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,30834,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2024-08-01,EMP-02123
EMP-02386,Ana,Manalo,Jose,ana.manalo.2386@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,39582,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,REMOTE,2025-09-01,EMP-02118
EMP-02387,Sofia,Vargas,Kevin,sofia.vargas.2387@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,61287,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,REMOTE,2024-09-14,EMP-02113
EMP-02388,Nicole,Rivera,,nicole.rivera.2388@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,50493,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,HYBRID,2021-03-04,EMP-02291
EMP-02389,Angela,Reyes,Kevin,angela.reyes.2389@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,45298,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,HYBRID,2022-01-17,EMP-02279
EMP-02390,Sofia,Cruz,,sofia.cruz.2390@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,46741,PHP,SEMI_MONTHLY,PART_TIME,ACTIVE,ONSITE,2025-01-04,EMP-02224
EMP-02391,Patricia,Lopez,,patricia.lopez.2391@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,37502,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2025-10-28,EMP-02236
EMP-02392,Maria,Gonzales,,maria.gonzales.2392@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,68350,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,REMOTE,2023-10-23,EMP-02288
EMP-02393,Daniel,Reyes,,daniel.reyes.2393@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,46906,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2022-10-08,EMP-02247
EMP-02394,Camille,Aquino,,camille.aquino.2394@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,64982,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2024-01-21,EMP-02207
EMP-02395,Nicole,Rivera,,nicole.rivera.2395@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,62973,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,HYBRID,2025-12-13,EMP-02249
EMP-02396,Christine,Mendoza,,christine.mendoza.2396@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,69716,PHP,SEMI_MONTHLY,PART_TIME,ACTIVE,REMOTE,2023-11-13,EMP-02252
EMP-02397,Daniel,Ramos,,daniel.ramos.2397@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,35445,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,ONSITE,2025-07-23,EMP-02242
EMP-02398,Maria,Gonzales,,maria.gonzales.2398@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,60373,PHP,SEMI_MONTHLY,REGULAR,ACTIVE,REMOTE,2022-06-15,EMP-02160
EMP-02399,Nicole,Rivera,,nicole.rivera.2399@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,56492,PHP,SEMI_MONTHLY,CONTRACTUAL,ACTIVE,HYBRID,2025-09-18,EMP-02254
EMP-02400,Carlos,Fernandez,,carlos.fernandez.2400@example.com,HR Assistant,HR,HR Department,HR-ASST,HR Assistant,Regular,4,54288,PHP,SEMI_MONTHLY,PROBATIONARY,ACTIVE,ONSITE,2025-10-07,EMP-02201
